,PLAYER,POS,FPTS,VOR,VALUERANK
151,Michael Burton,RB,5.050000000000001,-134.45,488.5
146,Senorise Perry,RB,5.05,-134.45,488.5
163,Keke Coutee,WR,15.5,-134.6,490.0
145,Trey Edmunds,RB,4.7,-134.8,491.0
149,Josh Adams,RB,4.65,-134.85,492.0
150,Jakob Johnson,RB,4.6000000000000005,-134.9,493.0
166,James Proche,WR,15.15,-134.95,494.0
154,J.J. Taylor,RB,4.25,-135.25,495.5
175,Nick Bawden,RB,4.25,-135.25,495.5
152,Wes Hills,RB,4.05,-135.45,497.0
170,Dezmon Patmon,WR,14.600000000000001,-135.5,498.0
169,Justin Watson,WR,14.55,-135.54999999999998,499.0
155,Dwayne Washington,RB,3.75,-135.75,500.0
153,Dexter Williams,RB,3.6999999999999997,-135.8,501.0
168,Gunner Olszewski,WR,14.200000000000001,-135.9,502.0
156,Samaje Perine,RB,3.5,-136.0,503.0
171,Corey Coleman,WR,14.0,-136.1,504.0
157,Tony Brooks-James,RB,3.3,-136.2,505.0
172,Reggie Begelton,WR,13.8,-136.29999999999998,506.0
176,Andre Patton,WR,13.350000000000001,-136.75,507.0
173,DeAndre Carter,WR,13.0,-137.1,508.0
174,Byron Pringle,WR,12.649999999999999,-137.45,509.5
170,Cethan Carter,RB,2.05,-137.45,509.5
159,Cullen Gillaspia,RB,1.8,-137.7,511.0
175,Cody Hollister,WR,12.35,-137.75,512.0
177,Donovan Peoples-Jones,WR,12.3,-137.79999999999998,513.0
158,D.J. Foster,RB,1.7000000000000002,-137.8,514.0
179,Jeff Smith,WR,12.25,-137.85,515.0
160,Elijah McGuire,RB,1.6,-137.9,516.0
161,Trenton Cannon,RB,1.5,-138.0,517.0
178,Robert Foster,WR,12.05,-138.04999999999998,518.0
184,Cedrick Wilson,WR,11.65,-138.45,519.0
162,Damarea Crockett,RB,0.8999999999999999,-138.6,520.0
182,Khadarel Hodge,WR,11.4,-138.7,521.5
180,Cody Core,WR,11.399999999999999,-138.7,521.5
185,Darius Jennings,WR,11.35,-138.75,523.0
181,Marcell Ateman,WR,11.25,-138.85,524.0
183,Ventell Bryant,WR,11.0,-139.1,525.0
187,Trent Sherfield,WR,10.95,-139.15,526.0
186,John Hightower,WR,10.8,-139.29999999999998,527.0
188,Darnell Mooney,WR,10.7,-139.4,528.0
169,Jamize Olawale,RB,0.0,-139.5,536.5
180,Christian Wade,RB,0.0,-139.5,536.5
168,T.J. Logan,RB,0.0,-139.5,536.5
166,Dan Vitale,RB,0.0,-139.5,536.5
165,Javon Leake,RB,0.0,-139.5,536.5
171,Levante Bellamy,RB,0.0,-139.5,536.5
164,Elijah Holyfield,RB,0.0,-139.5,536.5
172,Damien Williams,RB,0.0,-139.5,536.5
177,Raymond Calais,RB,0.0,-139.5,536.5
178,Adrian Killins Jr.,RB,0.0,-139.5,536.5
173,Salvon Ahmed,RB,0.0,-139.5,536.5
174,Isaac Nauta,RB,0.0,-139.5,536.5
163,Michael Warren II,RB,0.0,-139.5,536.5
179,Bruce Anderson,RB,0.0,-139.5,536.5
176,Chandler Cox,RB,0.0,-139.5,536.5
167,Brandon Bolden,RB,0.0,-139.5,536.5
189,Jason Moore,WR,10.05,-140.04999999999998,545.0
191,Devin Gray,WR,9.600000000000001,-140.5,546.0
190,Deon Cain,WR,9.5,-140.6,547.0
194,Isaiah Hodgins,WR,9.100000000000001,-141.0,548.5
192,Brandon Powell,WR,9.1,-141.0,548.5
193,Alexander Hollins,WR,8.85,-141.25,551.0
199,K.J. Osborn,WR,8.85,-141.25,551.0
195,Amara Darboh,WR,8.85,-141.25,551.0
198,Bennie Fowler III,WR,8.75,-141.35,553.0
196,Rashard Davis,WR,8.7,-141.4,554.0
202,C.J. Board,WR,8.5,-141.6,555.5
203,Michael Walker,WR,8.5,-141.6,555.5
200,Tevin Jones,WR,8.35,-141.75,557.0
197,Daurice Fountain,WR,8.3,-141.79999999999998,558.0
204,Noah Brown,WR,8.25,-141.85,559.5
201,Gehrig Dieter,WR,8.25,-141.85,559.5
207,Isaac Whitney,WR,8.15,-141.95,561.0
205,John Ursua,WR,8.1,-142.0,562.0
206,Austin Carr,WR,8.05,-142.04999999999998,563.0
210,Zay Jones,WR,7.9,-142.2,564.5
211,Keelan Doss,WR,7.9,-142.2,564.5
208,J'Mon Moore,WR,7.85,-142.25,566.5
209,Keith Kirkwood,WR,7.85,-142.25,566.5
213,Trevor Davis,WR,7.800000000000001,-142.29999999999998,568.0
212,Chad Hansen,WR,7.7,-142.4,569.0
214,Rico Gafford,WR,7.55,-142.54999999999998,570.0
216,Chris Moore,WR,7.4,-142.7,571.0
215,Nsimba Webster,WR,7.35,-142.75,572.0
218,Steven Mitchell Jr.,WR,7.2,-142.9,574.0
219,Quez Watkins,WR,7.2,-142.9,574.0
221,Fred Brown,WR,7.2,-142.9,574.0
220,Omar Bayless,WR,7.15,-142.95,576.5
217,Ashton Dulin,WR,7.1499999999999995,-142.95,576.5
222,Isaiah Coulter,WR,7.0,-143.1,578.0
223,Cam Sims,WR,6.699999999999999,-143.4,579.0
224,Diontae Spencer,WR,6.45,-143.65,580.0
225,Freddie Swain,WR,6.199999999999999,-143.9,581.0
227,Josh Bellamy,WR,5.8500000000000005,-144.25,582.0
229,Jalen Guyton,WR,5.75,-144.35,583.0
226,Robert Davis,WR,5.65,-144.45,584.0
228,Jehu Chesson,WR,5.6000000000000005,-144.5,585.0
230,Chad Williams,WR,5.55,-144.54999999999998,586.0
231,Brandon Zylstra,WR,5.2,-144.9,587.5
232,Damion Willis,WR,5.2,-144.9,587.5
233,Matt Slater,WR,4.15,-145.95,589.0
32,Ryan Fitzpatrick,QB,114.4,-145.99999999999997,590.0
235,Travis Fulgham,WR,4.0,-146.1,591.0
234,Lil'Jordan Humphrey,WR,3.95,-146.15,592.0
236,Mike Thomas,WR,3.85,-146.25,594.0
237,Deontay Burnett,WR,3.85,-146.25,594.0
238,Stanley Morgan Jr.,WR,3.85,-146.25,594.0
239,DeAndrew White,WR,3.75,-146.35,596.0
241,Darvin Kidsy,WR,3.65,-146.45,597.0
240,De'Mornay Pierson-El,WR,3.5999999999999996,-146.5,598.5
242,Collin Johnson,WR,3.5999999999999996,-146.5,598.5
243,Jaleel Scott,WR,3.0,-147.1,600.0
244,JoJo Natson,WR,2.45,-147.65,601.0
245,Cyril Grayson,WR,1.9,-148.2,602.0
246,Ishmael Hyman,WR,1.8,-148.29999999999998,603.0
247,Chris Thompson,WR,1.1,-149.0,604.0
248,J.J. Nelson,WR,1.0,-149.1,605.0
33,Justin Herbert,QB,110.9,-149.49999999999997,606.0
252,Marquise Goodwin,WR,0.0,-150.1,620.5
266,Tom Kennedy,WR,0.0,-150.1,620.5
249,Geronimo Allison,WR,0.0,-150.1,620.5
275,Josh Doctson,WR,0.0,-150.1,620.5
256,Marqise Lee,WR,0.0,-150.1,620.5
257,Artavis Scott,WR,0.0,-150.1,620.5
250,Allen Hurns,WR,0.0,-150.1,620.5
251,Jauan Jennings,WR,0.0,-150.1,620.5
261,Kirk Merritt,WR,0.0,-150.1,620.5
253,Dillon Mitchell,WR,0.0,-150.1,620.5
254,Cam Batson,WR,0.0,-150.1,620.5
255,Marquez Callaway,WR,0.0,-150.1,620.5
265,Jeff Thomas,WR,0.0,-150.1,620.5
263,Antoine Wesley,WR,0.0,-150.1,620.5
262,Penny Hart,WR,0.0,-150.1,620.5
268,Terry Godwin,WR,0.0,-150.1,620.5
260,Travis Benjamin,WR,0.0,-150.1,620.5
259,Da'Mari Scott,WR,0.0,-150.1,620.5
264,Devin Funchess,WR,0.0,-150.1,620.5
267,De'Anthony Thomas,WR,0.0,-150.1,620.5
258,Dylan Cantrell,WR,0.0,-150.1,620.5
269,Jester Weah,WR,0.0,-150.1,620.5
272,Emmanuel Butler,WR,0.0,-150.1,620.5
274,Tyrie Cleveland,WR,0.0,-150.1,620.5
273,Juwann Winfree,WR,0.0,-150.1,620.5
276,Kelvin Harmon,WR,0.0,-150.1,620.5
271,Albert Wilson,WR,0.0,-150.1,620.5
270,Trenton Irwin,WR,0.0,-150.1,620.5
34,Mitch Trubisky,QB,100.4,-159.99999999999997,635.0
35,Jalen Hurts,QB,34.2,-226.2,636.0
36,Marcus Mariota,QB,29.6,-230.79999999999998,637.0
37,Phillip Walker,QB,28.6,-231.79999999999998,638.0
38,Alex Smith,QB,26.1,-234.29999999999998,639.0
39,Taysom Hill,QB,26.0,-234.39999999999998,640.0
40,John Wolford,QB,25.5,-234.89999999999998,641.0
41,Kyle Allen,QB,22.0,-238.39999999999998,642.0
42,Jarrett Stidham,QB,21.7,-238.7,643.0
43,Mason Rudolph,QB,16.5,-243.89999999999998,644.0
44,Jameis Winston,QB,15.4,-244.99999999999997,645.0
46,Blaine Gabbert,QB,12.9,-247.49999999999997,646.5
45,Logan Woodside,QB,12.9,-247.49999999999997,646.5
47,Jacoby Brissett,QB,12.5,-247.89999999999998,648.0
48,Joshua Dobbs,QB,11.8,-248.59999999999997,649.0
49,Jeff Driskel,QB,11.5,-248.89999999999998,650.0
50,Case Keenum,QB,11.1,-249.29999999999998,651.0
51,Jordan Love,QB,11.0,-249.39999999999998,652.0
52,Andy Dalton,QB,10.7,-249.7,653.0
53,Chase Daniel,QB,10.6,-249.79999999999998,654.0
54,AJ McCarron,QB,10.5,-249.89999999999998,655.0
55,Will Grier,QB,10.4,-249.99999999999997,656.0
56,Geno Smith,QB,10.2,-250.2,657.0
57,Colt McCoy,QB,8.7,-251.7,658.0
58,Robert Griffin,QB,8.6,-251.79999999999998,659.0
59,Ryan Finley,QB,8.2,-252.2,660.0
60,Matt Schaub,QB,8.0,-252.39999999999998,661.0
61,Brett Hundley,QB,7.9,-252.49999999999997,662.0
62,Jake Fromm,QB,7.7,-252.7,663.0
63,Matt Barkley,QB,6.9,-253.49999999999997,664.0
64,Chad Henne,QB,6.5,-253.89999999999998,665.0
66,Nick Mullens,QB,6.2,-254.2,666.5
65,Sean Mannion,QB,6.2,-254.2,666.5
67,Joe Flacco,QB,5.6,-254.79999999999998,668.0
68,David Blough,QB,5.0,-255.39999999999998,669.0
69,Mike Glennon,QB,3.2,-257.2,670.0
70,Josh Rosen,QB,2.9,-257.5,671.0
71,Jacob Eason,QB,2.7,-257.7,672.0
72,James Morgan,QB,2.3,-258.09999999999997,673.0
73,David Fales,QB,0.1,-260.29999999999995,674.0
83,Garrett Gilbert,QB,0.0,-260.4,689.5
76,Brian Hoyer,QB,0.0,-260.4,689.5
74,Tommy Stevens,QB,0.0,-260.4,689.5
78,Nate Sudfeld,QB,0.0,-260.4,689.5
79,Tim Boyle,QB,0.0,-260.4,689.5
80,Devlin Hodges,QB,0.0,-260.4,689.5
81,C.J. Beathard,QB,0.0,-260.4,689.5
82,Tyler Bray,QB,0.0,-260.4,689.5
75,Matt Moore,QB,0.0,-260.4,689.5
77,Trace McSorley,QB,0.0,-260.4,689.5
95,Alex McGough,QB,0.0,-260.4,689.5
84,Cooper Rush,QB,0.0,-260.4,689.5
93,Mike White,QB,0.0,-260.4,689.5
103,Easton Stick,QB,0.0,-260.4,689.5
102,Jake Luton,QB,0.0,-260.4,689.5
87,Kyle Lauletta,QB,0.0,-260.4,689.5
88,Chad Kelly,QB,0.0,-260.4,689.5
89,Alex Tanney,QB,0.0,-260.4,689.5
90,Ben DiNucci,QB,0.0,-260.4,689.5
91,Nathan Peterman,QB,0.0,-260.4,689.5
94,Anthony Gordon,QB,0.0,-260.4,689.5
85,Ryan Griffin,QB,0.0,-260.4,689.5
96,Brandon Allen,QB,0.0,-260.4,689.5
97,Cole McDonald,QB,0.0,-260.4,689.5
98,Danny Etling,QB,0.0,-260.4,689.5
99,Davis Webb,QB,0.0,-260.4,689.5
100,Nate Stanley,QB,0.0,-260.4,689.5
101,Brett Rypien,QB,0.0,-260.4,689.5
86,Paxton Lynch,QB,0.0,-260.4,689.5
92,Clayton Thorson,QB,0.0,-260.4,689.5
