,PLAYER,POS,FPTS,VOR,VALUERANK
227,Kawaan Baker,WR,0.0,-118.05,543.0
230,C.J. Saunders,WR,0.0,-118.05,543.0
231,Slade Bolden,WR,0.0,-118.05,543.0
226,Lawrence Cager,WR,0.0,-118.05,543.0
225,Vyncint Smith,WR,0.0,-118.05,543.0
224,Daurice Fountain,WR,0.0,-118.05,543.0
222,Kirk Merritt,WR,0.0,-118.05,543.0
223,Jakeem Grant Sr.,WR,0.0,-118.05,543.0
229,Dan Chisena,WR,0.0,-118.05,543.0
232,Alex Erickson,WR,0.0,-118.05,543.0
30,Jacoby Brissett,QB,179.6,-119.00000000000003,549.0
31,Geno Smith,QB,175.1,-123.50000000000003,550.0
32,Deshaun Watson,QB,94.3,-204.3,551.0
33,Kenny Pickett,QB,89.6,-209.00000000000003,552.0
34,Drew Lock,QB,73.6,-225.00000000000003,553.0
35,Desmond Ridder,QB,69.4,-229.20000000000002,554.0
36,Joe Flacco,QB,55.1,-243.50000000000003,555.0
37,Andy Dalton,QB,27.6,-271.0,556.0
38,Tyrod Taylor,QB,20.0,-278.6,557.0
39,Taysom Hill,QB,19.6,-279.0,558.0
40,Sam Darnold,QB,18.9,-279.70000000000005,559.0
41,Tyler Huntley,QB,18.8,-279.8,560.0
42,Joshua Dobbs,QB,17.7,-280.90000000000003,561.0
43,Trace McSorley,QB,16.7,-281.90000000000003,562.0
45,Jimmy Garoppolo,QB,16.2,-282.40000000000003,563.5
44,Shane Buechele,QB,16.2,-282.40000000000003,563.5
46,Josh Johnson,QB,15.2,-283.40000000000003,565.0
47,Cooper Rush,QB,15.1,-283.5,566.0
48,Trevor Siemian,QB,15.0,-283.6,567.0
50,Colt McCoy,QB,14.8,-283.8,568.5
49,Gardner Minshew II,QB,14.8,-283.8,568.5
51,Teddy Bridgewater,QB,12.9,-285.70000000000005,570.0
52,Taylor Heinicke,QB,12.5,-286.1,571.0
53,Malik Willis,QB,12.1,-286.5,572.0
54,Jordan Love,QB,11.2,-287.40000000000003,573.0
55,Kyle Allen,QB,10.5,-288.1,574.0
56,Brian Hoyer,QB,10.4,-288.20000000000005,575.0
57,Brett Rypien,QB,9.9,-288.70000000000005,576.0
58,C.J. Beathard,QB,9.8,-288.8,577.0
60,Kyle Trask,QB,9.7,-288.90000000000003,578.5
59,Case Keenum,QB,9.7,-288.90000000000003,578.5
61,Nate Sudfeld,QB,9.6,-289.0,580.0
62,Blaine Gabbert,QB,9.4,-289.20000000000005,581.0
63,Jarrett Stidham,QB,9.3,-289.3,582.0
64,John Wolford,QB,9.0,-289.6,583.0
65,Nick Foles,QB,8.7,-289.90000000000003,584.0
66,Nick Mullens,QB,8.4,-290.20000000000005,585.0
67,Chase Daniel,QB,8.1,-290.5,586.0
68,Sam Howell,QB,7.9,-290.70000000000005,587.0
69,Chad Henne,QB,7.6,-291.0,588.0
70,Tim Boyle,QB,7.2,-291.40000000000003,589.5
71,Brandon Allen,QB,7.2,-291.40000000000003,589.5
72,PJ Walker,QB,6.2,-292.40000000000003,591.0
73,Mason Rudolph,QB,5.3,-293.3,592.0
74,Mike White,QB,4.6,-294.0,593.0
75,Sean Mannion,QB,2.9,-295.70000000000005,594.0
76,Jared Bernhardt,QB,0.4,-298.20000000000005,595.0
84,Jeff Driskel,QB,0.0,-298.6,601.0
87,Easton Stick,QB,0.0,-298.6,601.0
86,Ryan Griffin,QB,0.0,-298.6,601.0
85,Armani Rogers,QB,0.0,-298.6,601.0
82,Nathan Peterman,QB,0.0,-298.6,601.0
83,Kellen Mond,QB,0.0,-298.6,601.0
80,Stone Smartt,QB,0.0,-298.6,601.0
79,Sam Ehlinger,QB,0.0,-298.6,601.0
78,Feleipe Franks,QB,0.0,-298.6,601.0
77,Jacob Eason,QB,0.0,-298.6,601.0
81,Ian Book,QB,0.0,-298.6,601.0
