	Joe Mixon	Tyreek Hill	Jalen Hurts	Dalton Schultz	Josh Jacobs	Marquise Brown	Chase Claypool	Marvin Jones	Mark Ingram	Rex Burkhead	Gerald Everett	Nico Collins
287	9.4	2.9	6.86		3.1	5.3	11.9	1.1	1.7	1.2	4.0	0.7
288	9.5	25.7		7.4	12.9	8.2	1.9	15.6	9.3	1.5	3.6	0.7
289	25.8	4.2	25.0	5.4	10.8	5.5	8.2	2.1	2.6	5.4	8.0	2.8
290	16.3	7.6	12.96		20.4	13.4	19.0	17.2	2.9	12.9	0.9	2.8
291	9.4	13.4	0.5	4.8	7.3	0.8	9.4	4.3	8.1	6.6	5.2	6.7
292	5.1	4.2	1.8	13.2	7.3	4.3	4.1	14.8	2.9		8.8	0.9
293	9.4	7.6	23.54		5.0	6.3	16.1	5.4	0.2	4.5	5.4	3.2
294	6.8	10.6	0.24	7.9	10.4	0.8	5.2	4.3	2.6	4.0	6.8	3.2
295	6.0	11.4	22.92	4.3	6.3	4.4	4.3	2.4	7.1	5.4	3.6	1.4
296	9.5	4.7	0.24	7.4	9.4	11.6	1.9	4.6	15.1	0.5	2.7	2.8
297	12.7	1.9	20.54	4.4	6.3	8.6	9.5	6.2	1.8	4.0	5.4	6.9
298	9.4	23.1	16.28	0.6	5.7	5.1	11.9	4.6	2.0	1.2	2.0	6.9
299	25.5	8.8	20.54	1.1	5.7	4.3	5.4	4.6	3.0	13.7	2.7	6.9
300	7.9	16.2	25.0	12.6	12.4	6.3	19.0	16.0	2.7	1.4	1.7	2.5
301	6.8	16.2	18.62	2.2	15.0	15.1		7.0	8.6	4.7	6.3	0.9
302	8.6	13.4	37.82	4.8	3.6	4.4	3.8	2.5	2.0	4.0	3.6	9.3
303	23.0	20.8	28.18	11.8	15.0	6.3	2.4	16.1	2.8	3.2	1.5	5.5
304	29.6	7.6	21.8		9.4	5.5	7.3	13.7	2.7	10.8	0.2	9.3
305	9.5	36.6	9.26		6.1	17.3	1.9	2.1	9.3	1.2	0.2	6.7
306	9.5	13.6	22.92		5.0	24.5	5.4	17.2	4.1	6.6	2.0	2.8
307	7.1	7.8	12.96	5.4	12.8	0.8	19.0	4.6	9.4	0.6	3.2	0.7
308	28.3	20.5	11.22	14.1	2.4	2.2	14.8	7.4	1.7	1.7	6.8	1.4
309	14.4	5.1	2.6		10.4		9.5	2.2	5.3	8.5	2.0	2.8
310	25.8	3.3	12.96	20.0	5.7	14.0	19.0	1.1	16.8	1.4		6.7
311	6.5	8.5	37.82	20.0	3.6	5.3	9.5	16.0	2.4	7.9	3.4	2.8
312	36.1	4.7	30.78	1.8	20.4	2.7	1.7	7.0	5.7	1.4	0.7	6.7
313	25.5	13.4	28.76		10.4	4.1	2.4	3.5	0.2	0.9	0.2	2.5
314	25.5	26.1	30.78	4.5	12.9	1.5	6.1	5.5	11.9	10.8	8.0	9.3
315	12.7	1.9	16.28	4.8	12.8	13.8	8.2	2.1	4.0	13.7	8.0	2.8
316	21.3	12.4	11.22		6.1	14.5	14.8	3.5	10.3	6.6	3.2	6.9
317	6.0	2.1	21.8		17.4	17.3	19.0	4.6	2.9	0.5	9.0	1.4
318	7.1	6.5	0.5		12.4	1.4	9.6	4.6	10.9	4.1	3.6	3.2
319	24.3	36.6	20.54		5.7	15.1	9.4	10.3	8.1	0.5	3.6	1.4
320	21.3	2.2	28.18		20.4	16.1	4.1	7.4	3.9			9.3
321	21.1	8.8	18.62	5.3	3.1	13.4	7.3	3.5	4.0	10.8	4.0	0.7
322	24.3	6.7	0.5		5.0	5.1	8.2	6.4	14.5	0.6	8.0	2.5
323	7.1	2.2	22.92	4.8	9.5	16.2	1.7	6.2	1.7	0.9	2.3	5.5
324	6.5	15.3	12.96		5.0	5.3	5.4	3.5	1.8	0.5	2.1	0.7
325	21.1	26.1	9.26	11.8	9.9	5.1	6.1	5.6	5.7	3.4	9.7	0.9
326	28.3	3.3	6.86	14.1	8.1	17.3	4.1	1.4	3.0		0.9	6.7
327	6.0	21.8	25.0	11.8	17.4	5.1	4.8	2.5	2.4	6.9	-3.3	2.5
328	21.1	12.4	0.6	20.0	9.9	14.0	7.0	16.0	6.4	18.6	9.7	6.9
329	8.9	16.8	0.24		3.6	8.6	35.6	14.8	4.1	4.0	0.8	6.7
330	15.6	26.1	0.36	4.5	10.8	1.3	14.8	4.3	12.4		2.7	3.2
331	24.3	2.5	18.62	1.1	12.8	5.5	7.0	10.0	4.1	1.5	4.0	
332	7.1	26.1	16.66	12.6	7.4	11.0	6.7	5.2	2.4	3.1	5.4	6.7
333	36.1	33.5	20.54	0.4	12.8	11.6	13.0	2.1	1.8	1.5	9.7	
334	8.7	6.5	30.78	0.4	26.3	11.6		7.7	7.7	11.9	6.3	4.4
335	5.1	14.5	9.26	7.4	17.2	5.5	4.7	5.4	6.4	1.7	-3.3	0.9
336	9.5	5.1	11.22	1.1	6.3	4.9	9.5	4.3	15.1	0.6	3.6	
337	23.0	3.3	0.6	4.5	10.9	8.2	1.7	3.5	6.4	4.7	1.6	3.5
338	21.0	20.5	30.78	14.1	17.2	4.9	1.7	11.5	7.7	12.9	2.8	6.9
339	5.1	4.2	30.78	1.8	7.3	4.3	6.7	2.4	22.3	6.6	5.2	3.5
340	8.6	7.0	1.8	5.4	14.2	24.5	19.0	11.5		4.7		6.9
341	24.3	44.9	16.68	2.2	10.5	5.1	1.7	30.0	8.1	3.1	2.7	6.7
342	7.1	7.6	18.58	1.8	10.4	16.1	9.4	3.8	9.3	7.9	2.8	0.7
343	24.3	11.5	12.96	12.8	10.4	4.4	13.0	2.4	7.7	12.9	8.8	1.4
344	21.3	2.9	9.26	4.4	10.8	4.1	5.2	2.5	2.0	0.5	4.0	6.7
345	24.6	20.8	18.62	20.0	20.4	10.5	9.5	6.0	2.4		-3.3	6.9
346	8.6	16.8	21.8	1.1	17.4	5.3	9.4	6.8	6.4	3.2	5.7	2.8
347	13.7	26.1	21.8	14.1	12.7	13.8	8.2	15.6	5.4		8.8	2.8
348	3.9	16.8	28.18		14.2	5.1	14.8	4.6	7.4	0.5	2.0	2.8
349	9.5	11.5		4.4	12.8	8.2	16.1	5.1	3.6		6.0	3.2
350	12.9	36.6	12.96		10.4	9.8	19.0	15.9	23.8	4.5	4.4	6.7
351	25.0	11.0	22.92	0.4	20.4	4.4	4.1	15.6	6.2	6.6	3.7	4.4
352	12.7	12.4	16.66	7.9	14.2	4.8	9.4	5.0	16.8	1.4	5.2	5.5
353	21.0	13.6	16.28	7.9	31.9	15.1	4.1	4.3	6.4	0.9	2.3	2.5
354	6.0	4.7	1.8		23.3	3.7	4.8	13.7	3.0	1.4	5.4	9.3
355	6.8	8.7	37.82	12.6	10.8	15.1	4.3	13.7	13.7	7.9	5.4	0.9
356	5.1	20.8	2.6	2.2	12.7	0.1	4.8	4.8		0.9	7.5	6.7
357	15.6	16.8	16.68		3.6	4.3	4.3	3.5	7.9	4.7	4.6	5.5
358	11.9	13.6	1.8	5.3	17.4	15.1	4.3	3.5	9.3	1.3	0.9	3.2
359	21.0	2.9	25.0		9.5	4.1	9.4	3.5	4.0	0.9	3.4	
360	23.0	36.6	25.0		3.1	4.3	2.4	4.8	4.0	0.9	6.3	0.9
361	8.6	11.0	16.68	5.4	12.8	13.8	9.4	2.1	16.8	0.5	0.7	2.8
362	24.3	25.7	19.28	2.2	24.0	13.4	13.0	5.1	5.7	4.0	0.3	4.4
363	24.3	15.0	22.92	1.8	2.4		9.6	0.8	14.5		0.7	9.3
364	21.0	2.5	0.5	14.2	20.4	16.2	14.8	23.7	2.9	26.9		2.8
365	6.0	12.4	30.78	2.1	7.4	3.7	1.5	6.0	5.3	1.4		0.7
366	6.8		6.86	7.9	12.4	9.9	5.4	5.2	3.6	4.7	8.8	2.8
367	23.0	25.7	16.68	7.4	16.1	8.6	1.7	4.3	5.3	0.9	4.4	
368	12.7	4.7	16.68	7.0	5.7	2.2	1.7	7.0	1.7	4.7	2.3	9.3
369	15.1	24.1	2.6	1.1	3.6	4.3	5.4	17.6	2.8	0.6	4.0	2.8
370	15.1	36.6	0.24	12.7	12.8	14.0	1.7	2.1	2.9	0.5	8.0	0.7
371	24.3	6.7		20.0	3.6	2.7	8.2	16.0	2.9	4.7	2.0	2.8
372	7.9	20.8	19.28	7.0	15.0	1.5	6.1	4.3	0.2	4.2		6.9
373	9.4	2.2	37.82		6.1	4.1	16.1	5.2	6.6	26.9	1.5	9.3
374	9.5	2.9	0.24	1.8	20.4	2.2	6.1	2.4	2.9	2.6		3.2
375	21.0	6.5	27.64	12.6	6.1	4.2	4.7	7.4	2.6	4.0	6.3	9.3
376	11.9	4.7	0.36	14.2	3.6	4.3	16.1	4.8	4.0	4.5	8.8	
377	21.1	6.5	37.82	0.4	5.0	9.9	16.1	14.8	9.3	26.9	4.0	6.7
378	6.8	19.2	0.36	1.4	23.3	10.1	11.9	1.7	7.1	12.7		2.8
379	7.1	3.3		12.6	16.1	4.3	7.3	13.7	2.7	3.2	5.4	1.4
380	6.8	4.2	21.8	14.1	10.4	4.4	5.4	4.6	6.4	3.1	2.0	2.8
381	36.1	15.4	28.18	12.6	10.5	8.5	19.0	4.3	2.9		-3.3	9.3
382	6.0	7.2	28.76	7.9	20.5		6.7	7.0	1.8		5.4	6.9
383	21.1	20.5	6.86	3.5	14.2	5.7	8.2	5.2	4.1	1.7	0.9	1.4
384	7.9	7.8	21.8	8.5	10.4	4.2	7.3	10.3	9.3		8.8	2.8
385	6.0	6.5	37.82		12.7	13.4	4.1	4.3	2.0	6.8		9.3
386	9.4	4.7	18.62		10.4	5.5	1.7	15.6	2.9	6.8	0.9	9.3
387	6.4	9.1	37.82	2.4	12.7	26.7	9.4	13.7	3.6	3.1	1.5	4.4
388	5.1	11.0	11.22	5.4	10.4	2.3	6.1	15.6	14.5	4.7	6.3	6.7
389	12.7	2.9	27.64	2.1	3.6	9.9	16.1	11.5	1.7		8.0	1.4
390	25.8	0.2	18.62		6.3	4.1	13.0	8.0	1.8		2.3	2.8
391	9.4	5.6	22.92	14.1	17.2	10.5	4.1	7.0	9.2	8.5	8.8	6.7
392	7.8	15.4	23.54	12.8	14.2	24.5	4.1	2.1	1.8	7.9	5.4	3.2
393	9.5	4.7	30.78	1.1	12.4	11.6	9.5	5.5		3.1	6.0	
394	6.4	1.9	23.54	14.1	6.9	5.3	4.1	1.7	9.7	27.8	5.4	
395	9.5	7.6	18.62	11.8	9.4	3.7	9.6	4.8	2.7	4.7	4.0	6.7
396	36.1	20.5	11.22	7.9	3.6	14.0	14.1	2.5	2.6	6.9	0.3	0.7
397	6.5	7.8	16.68		10.4	3.8	9.4	1.7	3.9	6.6	12.8	5.5
398	7.1	4.1	22.92	1.8	10.9	15.1	9.4	7.4	12.4	1.4	1.5	2.5
399	9.4	5.6		14.1	13.4	10.1	4.3	17.6	9.3	4.7	6.3	5.5
400	11.9	20.5	12.96	0.4	10.8	15.1	2.4	6.2	22.2	4.8	6.3	
401	8.6	2.5	25.0	14.1	9.4	5.5	8.2	1.4	9.3	1.5	1.5	
402	24.6	0.2	6.86	12.7	10.5	0.8	9.5	14.8	7.7	5.0	0.7	2.8
403	28.3	35.3	37.82	1.4	7.4	9.9	11.9	22.7	13.4	1.2	6.0	3.2
404	15.1	11.4	2.6	2.1	8.1	4.4	1.7	10.0	31.5	4.5	8.8	3.2
405	15.4	20.5	25.0	20.0	20.4	16.1	4.7	6.2	12.4		2.7	3.5
406	24.3	1.9	12.96	5.4	10.4	5.1	6.1	4.8	4.0	1.4	1.6	6.7
407	13.7	2.2	20.54	14.2	12.9	5.5	1.9	3.5	14.5	4.5	16.9	5.5
408	24.3	24.1	16.68	1.8	25.6	5.5	1.7	8.0	1.8	5.0	3.7	2.8
409	6.0	1.9	12.96	4.4	2.4	14.0	7.0	15.9	2.9	4.9	1.3	3.5
410	23.0	2.9	18.58	4.5	12.4	5.3	2.4	2.4	19.3	10.8	1.6	0.7
411	8.6	2.9	12.96	7.9	24.0	15.1	1.9	4.3	3.9	0.6	4.0	6.7
412	12.9	20.5	25.0	12.6	6.1	6.3	8.2	6.2	4.0	4.9	1.6	6.7
413	8.6	11.0	23.54	8.5	7.4	5.3	4.3	7.4	27.1	1.2	0.2	6.9
414	21.1	6.1	18.62	1.4	24.0	5.7	4.8	30.0	0.2	0.6	6.3	1.4
415	8.6	8.8	12.96	12.7	5.0	0.8	8.2	15.6	4.0	1.3	2.7	3.2
416	9.4	7.5	18.62	1.1	5.7	17.3	1.7	2.4	2.4	0.5	5.4	9.3
417	5.1	7.8	0.24	7.9	9.5	5.1	3.8	4.6	15.1	4.2	12.8	0.9
418	7.1	7.6	6.86	4.8	10.5	24.5	8.2	6.6	7.6		1.3	4.4
419	6.4	2.1	25.0	4.5	7.4	2.3	3.8	14.8	18.2	6.9	2.0	3.2
420	23.0	5.0	1.8	0.6	7.3	9.8	8.2	14.8	5.7	4.7	0.3	4.4
421	8.6	2.2	18.62		14.0	4.8	4.1	5.1	6.4	3.2	6.0	4.4
422	21.1	11.0	19.28	7.0	5.7	13.4	9.5	12.9	6.4	4.8	5.2	9.3
423	25.0	20.0	16.66	14.2	10.4	5.3	6.1	7.0	2.8			9.3
424	13.0	24.1	22.92		24.0	9.8	4.7	7.4	7.9	1.5	5.2	5.5
425	15.4	0.2	23.54		5.7	8.6	9.5	6.0	2.4	0.6	12.8	2.5
426	16.3	22.0	12.96	13.2	17.4		5.4	5.1	22.6	0.5	0.7	2.8
427	36.1	21.8		20.0	20.9	0.8	5.2	5.2	1.7	5.4	10.4	0.7
428	21.0	11.4	16.66	1.8	16.0	9.8	5.4	14.8	1.8	26.9	2.0	2.8
429	25.5	0.2	16.28	7.4	15.0	14.5	4.1	2.5	3.9	6.6	8.8	1.4
430	6.4	15.4	21.8	4.8	7.3	0.1	2.4	1.7	7.1		6.0	3.2
431	8.6	16.0	18.62		5.0	0.8	5.4	5.1	13.7	1.2	4.0	5.5
432	25.5	11.0	19.28	4.8	8.1	1.4	9.4	14.1	8.1	27.8		2.5
433	7.1	4.2	37.82		24.0	4.1	19.0	5.2	9.3	18.6	8.8	0.9
434	21.3	0.2	18.58		10.4	2.3	5.2	4.8	5.7		0.2	4.4
435	25.5	4.7	30.78	14.1	31.9	10.5	4.7	4.6	4.2	0.6	9.7	3.5
436	23.0	23.6	0.2	11.8	26.3	2.3	14.1	23.7	8.1	1.4	4.0	1.4
437	21.3	0.2	12.96	14.1	9.4	3.7	1.9	13.7	14.5	17.3	5.4	3.2
438	7.8	26.1	28.76	1.8	12.7	14.5	8.2	7.4	5.7	4.0	2.3	2.8
439	8.7	6.1	25.0	11.8	14.0	2.2	5.4	2.1	5.3	3.4	1.3	4.4
440	10.9	1.9	37.82		17.2	24.5	5.4	2.5	20.5	18.6	0.3	2.5
441	24.3	4.7	6.86	8.5	14.2	3.7	14.1	1.4	2.4	5.4	2.0	3.2
442	28.3	7.8	12.96	12.6	3.6	8.2	1.7	15.6	8.1	6.6	2.7	3.5
443	25.8	8.8	9.26	13.2	15.0	2.2	9.4	1.9	7.9	12.7	0.2	2.8
444	12.9	0.2	11.22	1.4	6.3	0.8	4.8	1.4	20.5	18.6	2.3	4.4
445	25.5	8.8	37.82	0.6	20.9	0.6	9.5	30.0	2.4	4.7	3.6	4.4
446	2.7	0.2	25.0	7.9	14.0	4.9	1.5	4.8	31.5		2.7	1.4
447	23.0	2.9	16.66	2.4	12.8	4.2	9.4	1.9	22.7	0.6	3.7	4.4
448	12.9	23.1	25.0	5.3	9.9	3.5	35.6	1.1	7.9	4.0	9.7	3.5
449	6.4	36.6		4.3	10.4	14.0	1.9	1.9	7.1	6.8	5.2	
450	7.1	4.2	0.2	0.4	15.0	0.8	35.6	3.5	14.5	26.9	-0.4	0.9
451	28.3	16.0	2.6	4.3	24.0	5.5	1.7	7.7	2.6	6.6	3.7	4.4
452	6.8	2.9	0.72	1.1	20.5		4.3	14.8	2.4	0.6	2.7	0.9
453	21.3	6.1	19.28	2.3	16.0	5.3	17.3	1.4	2.7		8.8	6.7
454	21.1	15.4	0.5	4.8	14.0	9.8	4.1	7.4	9.7	0.9	8.8	6.9
455	7.1	26.1	25.0	12.8	13.4	13.8	5.4	30.0	3.9	1.5	1.6	3.2
456	21.3	4.7	28.76	4.5	8.1	26.7	1.9	16.0	6.2	3.2	1.3	6.7
457	15.1	7.6	18.58	7.4	2.4	4.9	8.2	16.0	0.2	3.1	2.8	6.7
458	15.1	4.7	0.36		3.6	2.7	14.1	3.5	7.9	6.6	12.8	0.7
459	7.3	23.1	1.8	5.4	12.8	9.9	14.8	33.3	3.0	4.0	3.6	2.5
460	24.3	7.6	21.8	5.3	10.5	8.5	6.7	16.0	16.8	4.5	1.6	3.5
461	5.1	6.7	11.22	13.2	16.0	4.3	14.8	1.1	2.9	11.9	0.9	
462	12.9	13.6	16.68	20.0	5.0	0.8	8.2	17.2	2.0	7.7	2.3	2.8
463	6.0	18.8	16.66	12.8	10.4	14.5		33.3	2.0	8.5	2.3	3.5
464	21.3	0.2	12.96	12.7	10.4	5.5	9.6	3.5	16.8		2.4	3.2
465	25.5	0.2	0.36	1.4	6.3	2.3	6.1	4.8	19.3	2.2	3.2	0.9
466	25.8	15.3	6.86	4.8	6.3	2.7	1.7	4.6	0.2	1.5	-3.3	2.8
467	7.1	3.3	20.54	0.6	3.6	5.3	1.9	5.4	22.6		12.8	9.3
468	12.9	20.5	20.54	0.7	9.4	17.3	5.4	15.6	2.7		6.3	5.5
469	9.4	11.5	25.0	13.2	6.1	9.9	1.7	2.1	16.8	10.8	0.9	2.5
470	24.6	26.1	18.58	12.6	3.6	15.1	9.5	2.4	20.5		6.3	4.4
471	4.8	32.2	28.18	7.9	20.5	2.3	6.7	10.3	1.6	4.9	3.7	9.3
472	6.4	7.6	11.22	3.4	17.2	11.0	1.7	6.2	11.9		2.5	5.5
473	6.4	2.5	28.76	11.8	20.4	2.3	1.7	16.0	16.8	18.6	3.2	9.3
474	8.6	4.7	19.28	2.2	10.9	3.7	9.5	2.4	31.5	5.9	8.8	4.4
475	6.8	6.7	16.28	5.4	9.5	4.4	1.9	4.8	2.0	8.5	13.6	6.9
476	25.5	9.1	21.8	12.7	10.5	11.0	5.2	30.0	3.9	5.4	2.5	6.7
477	12.9	1.9	6.86	5.4	14.0	4.3	4.1	6.2	18.2		12.8	2.5
478	15.6	26.1	21.8	4.5	3.1	4.3	35.6	2.4	12.6	0.6	5.4	4.4
479	9.4	20.8	30.78		20.5	2.2	5.4	17.6	10.9	5.4	3.4	0.7
480	13.7	11.5	2.6	1.8	10.4	3.7	6.1	7.7	2.6	3.2	0.9	5.5
481	11.9	1.9	2.6	12.7	14.0	1.5	9.6	4.8	9.3	4.9	2.7	0.9
482	1.7	16.0	28.18		3.1	14.5	14.8	1.4	9.2	5.0	12.8	6.7
483	12.9	0.2	18.58		16.1	2.2	4.8	5.2	21.5	1.2	6.8	3.2
484	7.1	7.6	16.68	3.4	26.3	2.7	6.1	4.8	1.8	5.4	3.2	
485	6.8	1.9	20.54	4.5	25.6	9.9	1.7	5.1	2.9	26.9	5.4	
486	9.4	7.8	11.22	14.2	6.1	8.2	1.7	4.8	2.8	4.7	4.4	
487	12.7	20.5	28.18	12.6	6.1	13.4	5.4	8.3	1.7		3.7	3.5
488	9.4	10.6	1.8	14.1	10.9	15.1	8.2	14.8	10.3	4.5	8.0	4.4
489	15.1	44.9		12.8	7.4	10.5	3.8	11.5	2.6	4.7	6.3	4.4
490	9.4	13.6	16.66		14.2	3.8	4.3	30.0	9.4	4.0	2.7	
491	6.0	11.4	23.54	0.6	12.8	14.0	14.1	1.4	6.4	10.8	9.7	9.3
492	23.0	20.8	18.58	5.4	20.4	8.6	5.2	4.8	15.1	4.9	1.6	3.5
493	8.6	11.0	30.78		12.7		1.9	2.4	3.0	4.9		6.7
494	6.5	16.8		1.4	20.4	1.3	4.7	14.8	2.4	12.9	16.9	2.8
495	11.9	10.6	0.5	12.6	12.8	8.2	13.0	17.6	2.0	9.2	9.0	9.3
496	6.8	2.9	23.54	12.7	5.7	9.9	1.7	5.2		26.9	5.4	5.5
497	15.5	7.8	30.78		16.0	2.7	9.4	15.6	9.3	10.4	5.4	2.8
498	3.9	20.8	30.78	11.8	16.0	17.3	4.1	5.2	7.1	0.9	2.0	1.4
499	12.9	11.0	22.92		10.5	5.1	8.2	5.2	2.9	3.2	9.7	6.9
500	24.3	13.4	28.76		2.4	11.0	9.6	4.3	3.0	27.8	4.0	9.3
501	15.6	20.5	11.22	5.3	5.0	4.1	13.0	1.9	7.4		0.7	0.7
502	11.9	4.2	16.68	0.4	20.5	15.1	13.0	7.0	14.5		0.3	4.4
503	23.0	16.2		5.4	16.0	6.3	4.7	15.9	15.1	0.9	2.7	3.5
504	12.9	2.5		1.1	14.2	5.5	5.4	5.5	6.4	6.8	11.0	5.5
505	12.7	7.8	16.68	2.2	6.9	15.1	9.6	5.5	10.9	0.9	0.2	3.5
506	28.3	3.3	0.5	1.8	10.5	3.5	11.9	2.4	5.7		12.8	0.7
507	16.3	8.8	25.0	4.3	17.4		35.6	14.8	4.1	10.8	2.3	2.8
508	36.1	8.1	20.54	20.0	10.4	26.7	8.2	14.8	2.4	1.5	3.7	3.5
509	15.5	7.6	16.28	0.6	9.4	15.1	19.0	6.2	8.1	4.5	5.4	9.3
510	23.0	0.2	6.86	4.8	7.3	4.2	6.7	5.5	6.4	4.7	6.0	0.9
511	24.6	13.6		14.1	14.2	4.1	4.1	4.6	0.2		8.0	6.7
512	6.5	11.0	18.62		20.5	11.6	3.8	15.9	1.7	0.5	2.3	6.7
513	9.4	14.8	0.6	7.4	14.0	8.2	7.0	3.5	2.9	26.9	4.0	2.8
514	5.1	3.3		5.4	10.4	4.1	3.8	3.5	8.1	0.9	9.7	5.5
515	24.3	20.8	28.76	4.5	10.4	3.5	4.1	6.8	11.3	1.2	2.7	0.7
516	24.3	25.7	21.8	7.9	9.9	4.4	13.0	2.5	8.1	1.4	0.9	3.2
517	6.0	15.0	20.54	5.3	5.7	14.0	7.0	14.8	1.8		2.3	0.7
518	9.4	2.2		0.4	20.4	3.5	5.4	4.6	23.8	0.5	0.3	1.4
519	11.9	6.5	22.92	20.0	6.3	24.5	19.0	0.8	7.9	4.5	-3.3	
520	12.9	24.1	28.76	2.1	6.9	11.0	4.7	18.6	9.3	8.5	5.4	0.7
521	24.3	36.6	28.18	0.4	16.0	4.4	9.5	2.5	5.7	12.7	0.7	2.5
522	23.0	16.0	27.64	7.9	6.1	0.1	3.8	11.5	3.9	4.7	1.3	9.3
523	24.6	26.1	19.28	2.1	10.9	10.5	6.1	15.9	9.3	7.9	12.8	2.5
524	21.3	2.2	0.5	4.4	7.3	9.8	5.4	1.1	22.7	10.8	2.7	3.2
525	5.1	32.2	21.8	4.4	10.4		7.0	12.9	6.4	3.1	2.3	2.5
526	21.1	2.1	22.92	12.7	20.4	14.5	6.7	4.6	1.6	6.6	-3.3	0.9
527	8.6	19.2	28.18	12.6	5.7	0.8	4.3	1.1	4.0	11.3	12.8	1.4
528	9.4	13.6	28.18	1.1	6.1	5.5	1.7	1.4	10.9	5.4	9.0	2.8
529	2.7	0.2	18.58	0.6	10.9	14.5	1.7	17.6	3.9	0.9	0.2	2.5
530	9.4	20.5	23.54	12.7	17.4	11.0	9.4	2.4	16.8	18.6	2.8	1.4
531	11.9	2.9	22.92	8.5	13.4	2.2	19.0	14.8	6.4		8.0	4.4
532	21.1	18.8	0.72	4.4	16.0	14.5	9.4	7.0	0.2	0.9	0.3	3.2
533	9.4	44.9	0.5	4.8	2.4	2.7	5.4	5.4	4.0		0.2	9.3
534	28.3	7.8	16.66	5.4	12.9	6.3	6.7	4.3	4.1	4.8	6.0	
535	6.4	36.6	16.68	4.3	9.4	2.3	19.0	7.0	2.4	7.9	1.3	5.5
536	6.8	11.4	19.28	14.1	24.0	6.3	8.2	15.6	2.6	1.5	3.6	3.2
537	12.7	9.1	6.86	2.1	5.7	13.8	8.2	3.5	4.0		0.9	0.9
538	21.0	1.9	18.58	1.4	13.4	8.6	4.1	16.0	1.8	4.5		2.5
539	3.9	11.0	25.0	2.4	5.0	10.5	4.7	17.6	8.6	2.6	2.8	6.9
540	25.5	2.2	30.78		7.3	24.5	35.6	10.0	22.7	22.3	13.6	0.9
541	9.4	10.6	12.96	0.4	16.0	15.1	7.0	4.6	23.8	4.0	7.5	0.9
542	25.5	22.0	11.22	3.4	12.7	1.4	8.2	4.6	2.6	1.5	0.3	6.9
543	9.4	26.1	16.68	12.7	12.7	9.8	1.5	4.8	9.4	5.9	13.6	
544	25.5		0.72	12.7	12.7	3.5	6.7	2.4	2.4	5.4	13.6	4.4
545	5.1	11.0	9.26	5.4	17.2	4.4	5.4	7.7	21.5	18.6	2.7	6.7
546	16.3	2.9	28.76	3.4	15.0	14.5	13.0	6.2	3.0	6.6	2.3	
547	25.5	13.6	30.78	12.7	10.8	13.4	13.0	4.8	16.8		7.5	2.5
548	21.0	20.5	0.72		2.4	4.8	4.1	5.4	1.7	4.7	3.6	2.5
549	24.6	13.4	2.6	7.4	3.6	3.7	7.0	5.1	14.5	4.0	6.0	2.8
550	9.4	20.5	16.68	7.9	20.9	17.3	7.3	4.3	3.0	4.7	1.5	2.8
551	12.9	4.7	21.8	5.4	4.4	1.5	9.5	4.3	2.4	13.7	1.5	9.3
552	15.1	15.3	11.22	1.4	31.9	5.3	6.7	1.1	16.8	6.6		5.5
553	23.0	3.3	0.24	7.9	20.4	14.0	14.8	0.8	2.7		2.7	0.9
554	6.3	4.7	16.66	20.0	14.2	17.3	9.6	14.8	14.5	4.7	0.7	2.5
555	9.4	23.6	2.6	0.7	10.8	1.4	4.1	17.6	15.1	4.2	10.4	6.7
556	3.9	6.7	22.92		6.1	2.7	9.6	2.1	12.4	4.3	6.3	2.5
557	8.6	7.6	0.5	4.4	10.5	1.5	35.6	7.4	2.4		8.0	6.7
558	5.1	24.1	0.5		23.3	15.1	1.9	5.1	6.4	5.0	0.7	2.8
559	17.5	0.2	37.82	13.2	6.9	4.4	1.5	7.4	5.7	7.9	9.7	5.5
560	9.4	6.7	16.66	1.4	31.9	5.1	9.5	4.8	10.9	10.8	0.2	9.3
561	11.9	2.9	16.28	14.1	12.8	14.0	4.7	1.9	1.7	4.7	2.7	1.4
562	11.9	11.4	2.6	0.4	20.9	16.2	4.3	0.8	4.0	0.9	8.8	6.7
563	8.5	16.8	25.0	11.8	12.8	4.3	19.0	1.4	1.6	0.5	5.4	5.5
564	11.9	4.2	22.92		6.3	0.1	1.7	2.2	12.4	13.7	9.0	
565	12.9	20.5	0.24	2.1	9.4	2.3	7.0	3.5	7.1	1.4	6.3	1.4
566	15.5	36.6	0.6	20.0	15.0	0.1	8.2	2.5	5.3	4.7	8.8	0.7
567	9.4	1.9	25.0	12.6	7.4	14.0	5.4	2.1	1.8	12.3	3.7	9.3
568	7.1	20.5	16.68	3.4	12.8	5.5	4.1	7.0	2.6	0.5	8.8	0.7
569	24.3	6.7	0.24	4.3	16.0	26.7	7.3	1.4	14.5	18.6	4.0	2.5
570	9.5	16.2	16.66		15.0	9.9	6.7	2.1	2.0	4.2	7.5	2.5
571	6.8	23.6	20.54	14.1	12.8	4.3	9.5	2.4	4.0	3.2	3.7	6.7
572	6.8	15.4	19.28	20.0	2.4	1.5	19.0	13.7	2.9	10.8	2.4	6.7
573	23.0	11.5	21.8	5.3	17.2	9.9	1.7	3.5	0.2	6.6	6.0	1.4
574	12.7	12.4		1.1	15.0	4.3	5.2	3.5	8.1	6.6	6.0	2.5
575	6.3	44.9	12.96	7.4	7.3	4.1	4.8	11.5	31.5	4.0	3.6	0.9
